order_id,customer_id,product_name,category,region,sales_rep,order_date,unit_price,quantity,discount,total_amount,status,payment_method
ORD-000231,73,Keyboard,Accessories,South,David Wilson,2024-06-18,73.34,3,0.12,193.62,Cancelled,Bank Transfer
ORD-000232,142,Mouse,Mobile,West,Carol Davis,2024-01-22,13.39,4,0.07,49.81,Cancelled,Cash
ORD-000233,174,Keyboard,Computing,East,Eva Brown,2024-05-20,32.31,1,0.16,27.14,Completed,Credit Card
ORD-000234,172,Laptop,Mobile,East,David Wilson,2024-03-24,1644.65,3,0.07,4588.57,Completed,Credit Card
ORD-000235,149,Laptop,Computing,Central,Bob Smith,2024-03-17,1978.37,5,0.04,9496.18,Cancelled,PayPal
ORD-000236,107,Laptop,Accessories,East,Alice Johnson,2024-06-01,974.45,3,0.01,2894.12,Completed,PayPal
ORD-000237,194,Monitor,Accessories,East,David Wilson,2024-10-28,306.64,1,0.05,291.31,Completed,Cash
ORD-000238,104,Keyboard,Computing,East,Carol Davis,2024-04-15,48.7,4,0.02,190.9,Completed,Bank Transfer
ORD-000239,13,Mouse,Computing,East,Eva Brown,2024-06-14,43.35,4,0.15,147.39,Cancelled,Credit Card
ORD-000240,62,Tablet,Electronics,East,Carol Davis,2024-02-17,302.48,5,0.02,1482.15,Cancelled,Bank Transfer
ORD-000241,16,Mouse,Accessories,East,Bob Smith,2024-12-28,44.15,3,0.07,123.18,Cancelled,Cash
ORD-000242,34,Laptop,Mobile,West,Bob Smith,2024-06-07,1280.8,3,0.15,3266.04,Completed,Cash
ORD-000243,53,Laptop,Electronics,North,Bob Smith,2024-12-17,1761.96,5,0.09,8016.92,Completed,Bank Transfer
ORD-000244,64,Keyboard,Accessories,South,Bob Smith,2024-12-27,94.46,2,0.19,153.03,Completed,PayPal
ORD-000245,185,Tablet,Accessories,Central,Bob Smith,2024-04-25,736.9,1,0.1,663.21,Completed,Cash
ORD-000246,6,Headphones,Accessories,South,David Wilson,2024-07-27,97.42,3,0.14,251.34,Cancelled,Cash
ORD-000247,166,Keyboard,Electronics,North,Bob Smith,2024-03-02,83.61,3,0.11,223.24,Cancelled,Bank Transfer
ORD-000248,130,Headphones,Computing,East,Eva Brown,2024-08-06,42.75,1,0.1,38.48,Cancelled,Cash
ORD-000249,183,Webcam,Electronics,North,Bob Smith,2024-07-29,54.72,1,0.1,49.25,Cancelled,Credit Card
ORD-000250,22,Tablet,Mobile,East,David Wilson,2024-04-19,440.83,4,0.1,1586.99,Completed,Bank Transfer
ORD-000251,1,Mouse,Accessories,North,Alice Johnson,2024-02-03,28.59,2,0.05,54.32,Cancelled,Credit Card
ORD-000252,177,Phone,Mobile,West,Alice Johnson,2024-04-27,898.35,2,0.09,1635.0,Completed,Cash
ORD-000253,130,Headphones,Computing,North,Bob Smith,2024-10-12,86.97,1,0.05,82.62,Cancelled,PayPal
ORD-000254,25,Phone,Electronics,West,Eva Brown,2024-03-27,402.24,2,0.16,675.76,Cancelled,Bank Transfer
ORD-000255,140,Webcam,Mobile,West,Alice Johnson,2024-04-25,59.59,5,0.1,268.16,Completed,Cash
ORD-000256,15,Mouse,Accessories,East,Bob Smith,2024-06-21,38.38,1,0.03,37.23,Cancelled,Cash
ORD-000257,17,Tablet,Computing,East,Alice Johnson,2024-12-09,399.68,3,0.1,1079.14,Cancelled,Cash
ORD-000258,128,Webcam,Mobile,Central,David Wilson,2024-11-17,75.85,3,0.14,195.69,Completed,Credit Card
ORD-000259,30,Monitor,Mobile,West,Bob Smith,2024-09-06,237.43,4,0.01,940.22,Cancelled,Bank Transfer
ORD-000260,107,Tablet,Mobile,Central,Bob Smith,2024-08-10,416.2,4,0.2,1331.84,Completed,Credit Card
ORD-000261,119,Webcam,Mobile,South,Eva Brown,2024-06-26,121.77,2,0.19,197.27,Cancelled,Bank Transfer
ORD-000262,150,Mouse,Electronics,North,Bob Smith,2024-06-01,22.23,3,0.15,56.69,Completed,PayPal
ORD-000263,125,Monitor,Accessories,North,Carol Davis,2024-01-19,406.95,3,0.2,976.68,Cancelled,Credit Card
ORD-000264,165,Tablet,Mobile,North,Alice Johnson,2024-07-23,289.4,4,0.06,1088.14,Cancelled,Credit Card
ORD-000265,52,Tablet,Electronics,North,David Wilson,2024-07-15,450.6,2,0.19,729.97,Completed,Bank Transfer
ORD-000266,62,Headphones,Computing,North,Alice Johnson,2024-12-15,132.39,5,0.02,648.71,Cancelled,Credit Card
ORD-000267,41,Webcam,Computing,East,Bob Smith,2024-06-18,86.84,5,0.19,351.7,Cancelled,PayPal
ORD-000268,121,Mouse,Computing,South,Carol Davis,2024-12-04,11.54,2,0.14,19.85,Completed,PayPal
ORD-000269,173,Monitor,Accessories,East,David Wilson,2024-08-14,326.59,5,0.0,1632.95,Completed,Bank Transfer
ORD-000270,189,Tablet,Accessories,West,Carol Davis,2024-06-24,201.11,1,0.14,172.95,Cancelled,Credit Card
ORD-000271,77,Keyboard,Accessories,North,Alice Johnson,2024-09-25,77.02,1,0.15,65.47,Completed,Credit Card
ORD-000272,8,Tablet,Accessories,South,Alice Johnson,2024-03-18,581.27,3,0.12,1534.55,Cancelled,Bank Transfer
ORD-000273,108,Monitor,Electronics,Central,Eva Brown,2024-07-30,205.12,4,0.09,746.64,Completed,Bank Transfer
ORD-000274,188,Headphones,Electronics,South,Eva Brown,2024-10-25,49.82,2,0.2,79.71,Cancelled,Bank Transfer
ORD-000275,142,Webcam,Accessories,North,Eva Brown,2024-12-13,83.1,4,0.17,275.89,Cancelled,PayPal
ORD-000276,189,Mouse,Computing,South,David Wilson,2024-11-14,34.69,2,0.13,60.36,Completed,Cash
ORD-000277,90,Webcam,Mobile,West,Alice Johnson,2024-04-22,73.27,2,0.12,128.96,Cancelled,Credit Card
ORD-000278,55,Laptop,Accessories,Central,Eva Brown,2024-12-29,1398.51,4,0.19,4531.17,Cancelled,Bank Transfer
ORD-000279,48,Phone,Electronics,Central,Alice Johnson,2024-01-24,893.58,5,0.04,4289.18,Completed,Credit Card
ORD-000280,132,Laptop,Mobile,South,David Wilson,2024-10-29,1518.79,1,0.02,1488.41,Cancelled,Cash
ORD-000281,114,Tablet,Electronics,East,Carol Davis,2024-01-18,712.73,3,0.2,1710.55,Completed,Bank Transfer
ORD-000282,97,Phone,Computing,North,David Wilson,2024-04-25,628.69,1,0.01,622.4,Completed,Cash
ORD-000283,77,Laptop,Electronics,Central,Carol Davis,2024-05-14,923.33,1,0.04,886.4,Cancelled,Bank Transfer
ORD-000284,58,Laptop,Electronics,North,Bob Smith,2024-03-08,1101.2,2,0.0,2202.4,Cancelled,PayPal
ORD-000285,97,Headphones,Electronics,East,Alice Johnson,2024-02-29,140.71,3,0.19,341.93,Cancelled,Credit Card
ORD-000286,134,Headphones,Computing,East,Eva Brown,2024-03-04,84.52,5,0.02,414.15,Completed,Bank Transfer
ORD-000287,142,Keyboard,Accessories,North,David Wilson,2024-09-30,63.9,2,0.11,113.74,Completed,Cash
ORD-000288,71,Headphones,Computing,Central,Eva Brown,2024-10-14,196.14,3,0.13,511.93,Cancelled,Bank Transfer
ORD-000289,2,Mouse,Electronics,East,Bob Smith,2024-09-19,27.47,5,0.18,112.63,Completed,Credit Card
ORD-000290,38,Monitor,Computing,North,David Wilson,2024-09-12,381.77,1,0.16,320.69,Cancelled,Bank Transfer
ORD-000291,11,Webcam,Accessories,South,Alice Johnson,2024-01-28,55.11,3,0.14,142.18,Completed,Cash
ORD-000292,72,Laptop,Electronics,North,Alice Johnson,2024-08-23,1109.1,4,0.14,3815.3,Completed,Credit Card
ORD-000293,114,Headphones,Mobile,North,Eva Brown,2024-06-27,43.88,5,0.05,208.43,Cancelled,Bank Transfer
ORD-000294,100,Tablet,Accessories,Central,Carol Davis,2024-09-22,795.11,4,0.15,2703.37,Cancelled,PayPal
ORD-000295,126,Keyboard,Electronics,East,Carol Davis,2024-02-03,39.55,3,0.1,106.78,Completed,Cash
ORD-000296,130,Webcam,Electronics,North,Eva Brown,2024-01-08,99.09,5,0.15,421.13,Cancelled,Bank Transfer
ORD-000297,48,Phone,Electronics,West,David Wilson,2024-07-19,994.42,5,0.07,4624.05,Cancelled,Credit Card
ORD-000298,163,Tablet,Mobile,North,Eva Brown,2024-04-07,685.17,2,0.16,1151.09,Cancelled,Bank Transfer
ORD-000299,123,Webcam,Computing,East,Eva Brown,2024-04-10,119.66,3,0.09,326.67,Cancelled,Bank Transfer
ORD-000300,64,Tablet,Mobile,South,Carol Davis,2024-12-16,266.72,2,0.09,485.43,Completed,Bank Transfer
ORD-000301,95,Monitor,Electronics,North,David Wilson,2024-11-15,479.58,3,0.17,1194.15,Completed,PayPal
ORD-000302,31,Phone,Electronics,Central,Bob Smith,2024-04-26,633.67,2,0.04,1216.65,Completed,Credit Card
ORD-000303,133,Monitor,Computing,South,Alice Johnson,2024-12-07,184.77,2,0.12,325.2,Completed,Bank Transfer
ORD-000304,82,Monitor,Electronics,Central,David Wilson,2024-09-01,346.81,2,0.17,575.7,Completed,Credit Card
ORD-000305,13,Keyboard,Mobile,North,Bob Smith,2024-05-28,30.06,4,0.14,103.41,Completed,Bank Transfer
ORD-000306,56,Monitor,Mobile,West,Bob Smith,2024-01-15,455.31,2,0.18,746.71,Cancelled,Credit Card
ORD-000307,11,Laptop,Electronics,West,Alice Johnson,2024-08-18,1673.61,1,0.07,1556.46,Completed,Cash
ORD-000308,84,Webcam,Computing,Central,Carol Davis,2024-08-10,55.71,1,0.05,52.92,Cancelled,PayPal
ORD-000309,151,Headphones,Mobile,West,Bob Smith,2024-11-02,158.01,5,0.2,632.04,Completed,Cash
ORD-000310,134,Webcam,Mobile,Central,David Wilson,2024-05-10,119.65,1,0.15,101.7,Completed,Credit Card
ORD-000311,78,Laptop,Accessories,Central,Carol Davis,2024-12-08,1586.98,1,0.17,1317.19,Completed,Bank Transfer
ORD-000312,32,Keyboard,Accessories,East,Carol Davis,2024-09-05,50.29,1,0.12,44.26,Completed,Bank Transfer
ORD-000313,139,Webcam,Electronics,North,Carol Davis,2024-02-12,49.17,2,0.01,97.36,Completed,PayPal
ORD-000314,9,Phone,Accessories,Central,Bob Smith,2024-05-16,378.82,5,0.01,1875.16,Cancelled,Bank Transfer
ORD-000315,163,Laptop,Computing,North,Eva Brown,2024-04-15,1497.74,5,0.13,6515.17,Cancelled,PayPal
ORD-000316,165,Tablet,Accessories,Central,David Wilson,2024-07-06,577.89,4,0.09,2103.52,Completed,Credit Card
ORD-000317,187,Tablet,Electronics,West,David Wilson,2024-01-05,609.15,4,0.05,2314.77,Completed,Credit Card
ORD-000318,175,Monitor,Mobile,Central,Bob Smith,2024-02-26,338.06,1,0.02,331.3,Cancelled,Credit Card
ORD-000319,151,Phone,Mobile,North,Bob Smith,2024-02-07,724.2,5,0.0,3621.0,Completed,Cash
ORD-000320,109,Webcam,Electronics,Central,Carol Davis,2024-11-02,116.32,1,0.09,105.85,Completed,PayPal
ORD-000321,45,Phone,Accessories,East,Eva Brown,2024-08-28,790.45,2,0.12,1391.19,Cancelled,Bank Transfer
ORD-000322,157,Headphones,Computing,South,Carol Davis,2024-08-27,109.31,4,0.05,415.38,Cancelled,PayPal
ORD-000323,44,Monitor,Mobile,East,Carol Davis,2024-04-11,322.3,2,0.04,618.82,Cancelled,PayPal
ORD-000324,168,Tablet,Electronics,North,Carol Davis,2024-08-20,308.33,3,0.01,915.74,Cancelled,PayPal
ORD-000325,76,Keyboard,Computing,South,David Wilson,2024-09-22,52.16,2,0.02,102.23,Completed,Credit Card
ORD-000326,86,Keyboard,Computing,West,David Wilson,2024-01-19,99.06,2,0.05,188.21,Completed,Cash
ORD-000327,145,Headphones,Electronics,North,Eva Brown,2024-01-15,114.14,5,0.03,553.58,Cancelled,Credit Card
ORD-000328,121,Headphones,Mobile,West,Alice Johnson,2024-02-19,101.02,2,0.05,191.94,Cancelled,Cash
ORD-000329,197,Keyboard,Mobile,West,Eva Brown,2024-02-04,68.02,5,0.15,289.08,Completed,Credit Card
ORD-000330,142,Mouse,Accessories,North,Eva Brown,2024-10-30,36.26,2,0.16,60.92,Completed,Bank Transfer
ORD-000331,146,Webcam,Accessories,South,Carol Davis,2024-07-15,138.34,3,0.13,361.07,Completed,Cash
ORD-000332,59,Webcam,Computing,South,Eva Brown,2024-04-24,52.36,2,0.06,98.44,Completed,Bank Transfer
ORD-000333,134,Webcam,Electronics,Central,David Wilson,2024-07-06,53.56,4,0.06,201.39,Cancelled,Cash
ORD-000334,198,Monitor,Accessories,West,Carol Davis,2024-06-21,344.8,4,0.09,1255.07,Completed,Credit Card
ORD-000335,68,Keyboard,Electronics,East,Carol Davis,2024-11-22,30.03,3,0.11,80.18,Cancelled,Bank Transfer
ORD-000336,100,Keyboard,Mobile,Central,Eva Brown,2024-02-13,88.44,4,0.16,297.16,Cancelled,Cash
ORD-000337,42,Webcam,Accessories,West,Bob Smith,2024-01-16,99.05,2,0.12,174.33,Completed,PayPal
ORD-000338,91,Phone,Mobile,North,Eva Brown,2024-05-18,529.41,3,0.02,1556.47,Cancelled,Bank Transfer
ORD-000339,5,Monitor,Computing,West,Eva Brown,2024-06-16,332.11,4,0.1,1195.6,Cancelled,Credit Card
ORD-000340,92,Keyboard,Electronics,South,Eva Brown,2024-09-16,24.26,3,0.13,63.32,Completed,Bank Transfer
ORD-000341,28,Monitor,Mobile,Central,David Wilson,2024-08-06,206.2,3,0.15,525.81,Cancelled,PayPal
ORD-000342,121,Webcam,Mobile,Central,Eva Brown,2024-07-05,137.88,1,0.08,126.85,Completed,Credit Card
ORD-000343,181,Monitor,Electronics,North,David Wilson,2024-06-02,250.89,1,0.07,233.33,Completed,Bank Transfer
ORD-000344,133,Monitor,Electronics,East,Alice Johnson,2024-06-30,364.1,3,0.09,993.99,Completed,Bank Transfer
ORD-000345,184,Mouse,Computing,East,Bob Smith,2024-12-27,43.72,2,0.01,86.57,Completed,PayPal
ORD-000346,2,Headphones,Electronics,South,Bob Smith,2024-06-04,44.89,1,0.17,37.26,Completed,Bank Transfer
ORD-000347,174,Mouse,Computing,West,Alice Johnson,2024-10-13,33.45,4,0.18,109.72,Completed,Credit Card
ORD-000348,42,Laptop,Mobile,Central,Carol Davis,2024-11-12,1169.9,5,0.08,5381.54,Completed,Cash
ORD-000349,137,Monitor,Computing,East,David Wilson,2024-12-18,236.18,1,0.15,200.75,Completed,Credit Card
ORD-000350,105,Phone,Accessories,West,Eva Brown,2024-02-24,1088.06,2,0.05,2067.31,Cancelled,Bank Transfer
ORD-000351,6,Keyboard,Accessories,East,Eva Brown,2024-09-17,92.6,2,0.14,159.27,Cancelled,Cash
ORD-000352,192,Headphones,Accessories,South,Carol Davis,2024-04-20,89.13,4,0.16,299.48,Cancelled,PayPal
ORD-000353,46,Keyboard,Computing,Central,Alice Johnson,2024-03-12,67.09,5,0.14,288.49,Cancelled,Bank Transfer
ORD-000354,66,Tablet,Accessories,North,Alice Johnson,2024-08-05,550.53,3,0.14,1420.37,Completed,PayPal
ORD-000355,44,Laptop,Computing,East,David Wilson,2024-01-02,1388.95,1,0.14,1194.5,Cancelled,Cash
ORD-000356,128,Mouse,Accessories,East,Carol Davis,2024-09-23,49.76,1,0.05,47.27,Cancelled,Cash
ORD-000357,173,Laptop,Mobile,Central,Carol Davis,2024-10-04,1597.73,3,0.05,4553.53,Completed,PayPal
ORD-000358,160,Phone,Electronics,South,David Wilson,2024-06-14,522.05,3,0.11,1393.87,Completed,Credit Card
ORD-000359,199,Monitor,Electronics,Central,Alice Johnson,2024-10-23,391.4,2,0.02,767.14,Completed,Credit Card
ORD-000360,120,Laptop,Electronics,Central,Bob Smith,2024-05-20,1360.99,3,0.07,3797.16,Cancelled,PayPal
ORD-000361,78,Webcam,Mobile,West,Bob Smith,2024-08-15,78.24,3,0.01,232.37,Completed,Cash
ORD-000362,109,Webcam,Accessories,North,Alice Johnson,2024-12-20,52.98,2,0.1,95.36,Cancelled,Cash
ORD-000363,166,Phone,Mobile,Central,Eva Brown,2024-12-05,1156.18,5,0.04,5549.66,Completed,PayPal
ORD-000364,92,Headphones,Mobile,West,Carol Davis,2024-12-10,45.89,4,0.01,181.72,Completed,Credit Card
ORD-000365,165,Headphones,Accessories,West,David Wilson,2024-01-19,36.78,4,0.16,123.58,Completed,Bank Transfer
ORD-000366,11,Mouse,Computing,East,Carol Davis,2024-07-15,47.7,2,0.03,92.54,Cancelled,Bank Transfer
ORD-000367,166,Laptop,Accessories,West,Bob Smith,2024-03-18,1662.1,3,0.03,4836.71,Cancelled,Cash
ORD-000368,119,Mouse,Computing,South,David Wilson,2024-09-20,16.97,3,0.01,50.4,Cancelled,PayPal
ORD-000369,28,Headphones,Computing,East,Eva Brown,2024-10-01,71.59,4,0.0,286.36,Cancelled,PayPal
ORD-000370,13,Keyboard,Electronics,West,Bob Smith,2024-06-25,96.42,3,0.03,280.58,Cancelled,PayPal
ORD-000371,173,Tablet,Mobile,East,David Wilson,2024-03-25,268.75,4,0.02,1053.5,Completed,Cash
ORD-000372,55,Monitor,Accessories,South,Carol Davis,2024-11-22,314.58,1,0.07,292.56,Completed,PayPal
ORD-000373,120,Headphones,Computing,West,Carol Davis,2024-02-16,67.18,3,0.15,171.31,Completed,Credit Card
ORD-000374,34,Tablet,Computing,Central,David Wilson,2024-11-07,448.42,5,0.16,1883.36,Completed,Credit Card
ORD-000375,139,Monitor,Mobile,North,Alice Johnson,2024-03-07,408.94,1,0.18,335.33,Completed,PayPal
ORD-000376,148,Phone,Electronics,South,Alice Johnson,2024-03-23,691.59,2,0.09,1258.69,Completed,Bank Transfer
ORD-000377,1,Tablet,Electronics,West,Carol Davis,2024-02-13,691.43,3,0.15,1763.15,Cancelled,Credit Card
ORD-000378,59,Webcam,Accessories,Central,David Wilson,2024-08-03,87.33,4,0.14,300.42,Cancelled,Bank Transfer
ORD-000379,198,Monitor,Accessories,West,Bob Smith,2024-02-12,445.86,1,0.19,361.15,Completed,Bank Transfer
ORD-000380,100,Phone,Accessories,East,David Wilson,2024-07-18,721.52,4,0.1,2597.47,Cancelled,Credit Card
ORD-000381,180,Webcam,Electronics,Central,Bob Smith,2024-03-27,93.86,2,0.19,152.05,Cancelled,Cash
ORD-000382,136,Keyboard,Mobile,North,David Wilson,2024-04-10,53.47,3,0.07,149.18,Completed,Cash
ORD-000383,165,Keyboard,Computing,East,David Wilson,2024-11-07,44.89,1,0.07,41.75,Cancelled,PayPal
ORD-000384,141,Phone,Electronics,East,David Wilson,2024-04-24,398.39,5,0.12,1752.92,Cancelled,PayPal
ORD-000385,186,Laptop,Accessories,North,David Wilson,2024-01-18,1156.9,1,0.07,1075.92,Cancelled,PayPal
ORD-000386,19,Webcam,Computing,South,Eva Brown,2024-11-14,126.0,1,0.09,114.66,Completed,Cash
ORD-000387,184,Headphones,Electronics,North,Bob Smith,2024-08-22,131.01,1,0.18,107.43,Cancelled,PayPal
ORD-000388,104,Mouse,Electronics,North,Carol Davis,2024-12-28,11.47,4,0.09,41.75,Completed,PayPal
ORD-000389,195,Phone,Computing,North,David Wilson,2024-02-22,721.93,1,0.0,721.93,Cancelled,Credit Card
ORD-000390,189,Keyboard,Electronics,East,Bob Smith,2024-08-08,72.08,1,0.01,71.36,Cancelled,Bank Transfer
ORD-000391,118,Laptop,Computing,Central,David Wilson,2024-01-08,1109.22,1,0.04,1064.85,Cancelled,PayPal
ORD-000392,40,Mouse,Computing,Central,Alice Johnson,2024-06-22,34.47,2,0.16,57.91,Cancelled,Credit Card
ORD-000393,159,Laptop,Accessories,West,David Wilson,2024-12-29,1555.71,1,0.02,1524.6,Cancelled,Cash
ORD-000394,72,Webcam,Mobile,East,Carol Davis,2024-02-15,57.14,4,0.01,226.27,Completed,Credit Card
ORD-000395,97,Webcam,Computing,West,David Wilson,2024-12-25,90.12,3,0.09,246.03,Completed,Credit Card
ORD-000396,172,Phone,Accessories,West,Alice Johnson,2024-05-28,468.43,4,0.16,1573.92,Completed,Credit Card
ORD-000397,107,Webcam,Electronics,Central,Eva Brown,2024-11-03,123.15,1,0.04,118.22,Completed,Credit Card
ORD-000398,150,Keyboard,Accessories,East,Eva Brown,2024-05-03,82.77,4,0.13,288.04,Completed,Credit Card
ORD-000399,86,Keyboard,Electronics,East,Carol Davis,2024-10-10,27.09,5,0.08,124.61,Cancelled,Bank Transfer
ORD-000400,167,Laptop,Accessories,South,Carol Davis,2024-05-06,927.41,3,0.18,2281.43,Completed,Bank Transfer
ORD-000401,68,Mouse,Mobile,West,Eva Brown,2024-08-24,30.86,3,0.16,77.77,Cancelled,PayPal
ORD-000402,104,Tablet,Mobile,North,Bob Smith,2024-04-07,498.41,2,0.14,857.27,Cancelled,Bank Transfer
ORD-000403,198,Headphones,Electronics,East,Eva Brown,2024-01-27,122.18,4,0.12,430.07,Cancelled,PayPal
ORD-000404,10,Mouse,Computing,North,David Wilson,2024-07-18,38.59,5,0.06,181.37,Completed,PayPal
ORD-000405,48,Webcam,Accessories,South,Eva Brown,2024-05-28,62.67,1,0.04,60.16,Cancelled,Credit Card
ORD-000406,151,Tablet,Accessories,Central,David Wilson,2024-10-30,292.15,5,0.04,1402.32,Completed,Cash
ORD-000407,190,Tablet,Accessories,East,David Wilson,2024-11-12,495.95,1,0.12,436.44,Completed,PayPal
ORD-000408,149,Mouse,Accessories,West,Carol Davis,2024-06-29,30.91,4,0.13,107.57,Completed,Bank Transfer
ORD-000409,127,Headphones,Accessories,South,David Wilson,2024-07-29,64.1,1,0.09,58.33,Cancelled,Credit Card
ORD-000410,103,Mouse,Computing,East,Alice Johnson,2024-09-11,27.66,2,0.19,44.81,Cancelled,Credit Card
ORD-000411,92,Webcam,Electronics,Central,David Wilson,2024-03-07,138.89,3,0.05,395.84,Completed,Bank Transfer
ORD-000412,97,Tablet,Computing,North,Carol Davis,2024-10-25,416.92,3,0.05,1188.22,Cancelled,Credit Card
ORD-000413,164,Phone,Accessories,South,Eva Brown,2024-06-13,537.48,4,0.17,1784.43,Completed,PayPal
ORD-000414,77,Monitor,Electronics,Central,Bob Smith,2024-01-13,457.77,3,0.04,1318.38,Completed,PayPal
ORD-000415,198,Laptop,Mobile,East,Bob Smith,2024-03-16,1437.56,2,0.14,2472.6,Completed,Credit Card
ORD-000416,160,Monitor,Computing,West,David Wilson,2024-01-01,276.56,3,0.16,696.93,Completed,Cash
ORD-000417,192,Tablet,Electronics,North,David Wilson,2024-08-25,542.94,3,0.18,1335.63,Cancelled,Cash
ORD-000418,63,Headphones,Electronics,South,Bob Smith,2024-08-29,62.06,1,0.0,62.06,Cancelled,Cash
ORD-000419,93,Headphones,Accessories,Central,Eva Brown,2024-09-04,116.15,1,0.13,101.05,Completed,Cash
ORD-000420,63,Mouse,Electronics,Central,Carol Davis,2024-08-09,37.52,1,0.13,32.64,Completed,PayPal
ORD-000421,65,Keyboard,Accessories,North,David Wilson,2024-11-18,75.81,3,0.15,193.32,Cancelled,PayPal
ORD-000422,141,Webcam,Electronics,South,Eva Brown,2024-11-29,65.35,1,0.01,64.7,Completed,Credit Card
ORD-000423,189,Keyboard,Electronics,East,Carol Davis,2024-01-10,20.47,2,0.15,34.8,Completed,Cash
ORD-000424,121,Headphones,Accessories,South,Eva Brown,2024-04-22,84.6,1,0.05,80.37,Completed,Credit Card
ORD-000425,174,Keyboard,Computing,North,Bob Smith,2024-09-30,61.59,1,0.05,58.51,Completed,Cash
ORD-000426,1,Laptop,Mobile,East,Eva Brown,2024-11-08,1160.29,2,0.03,2250.96,Completed,Credit Card
ORD-000427,27,Phone,Computing,South,Alice Johnson,2024-12-03,417.11,5,0.09,1897.85,Cancelled,Credit Card
ORD-000428,108,Phone,Electronics,Central,Bob Smith,2024-03-23,598.98,5,0.05,2845.15,Completed,Bank Transfer
ORD-000429,135,Headphones,Accessories,East,Eva Brown,2024-06-18,107.51,5,0.12,473.04,Cancelled,Cash
ORD-000430,128,Keyboard,Computing,South,David Wilson,2024-11-26,35.19,2,0.09,64.05,Completed,Credit Card
ORD-000431,46,Webcam,Electronics,Central,Alice Johnson,2024-09-08,47.13,1,0.16,39.59,Cancelled,Credit Card
ORD-000432,195,Headphones,Mobile,West,Bob Smith,2024-06-28,146.42,3,0.01,434.87,Cancelled,Cash
ORD-000433,154,Monitor,Electronics,North,Eva Brown,2024-04-05,288.72,5,0.13,1255.93,Cancelled,Bank Transfer
ORD-000434,188,Mouse,Electronics,East,Bob Smith,2024-06-16,39.94,1,0.0,39.94,Cancelled,Cash
ORD-000435,128,Laptop,Mobile,South,Alice Johnson,2024-03-09,1895.05,4,0.16,6367.37,Completed,Bank Transfer
ORD-000436,23,Laptop,Mobile,North,Alice Johnson,2024-10-24,1104.11,1,0.09,1004.74,Cancelled,Bank Transfer
ORD-000437,71,Keyboard,Electronics,South,Eva Brown,2024-01-02,39.28,2,0.17,65.2,Completed,PayPal
ORD-000438,23,Phone,Accessories,East,Carol Davis,2024-03-04,1119.07,1,0.03,1085.5,Cancelled,Bank Transfer
ORD-000439,15,Tablet,Mobile,Central,Bob Smith,2024-12-01,731.12,4,0.14,2515.05,Completed,PayPal
ORD-000440,164,Webcam,Mobile,South,David Wilson,2024-12-09,131.77,3,0.15,336.01,Cancelled,Bank Transfer
ORD-000441,60,Keyboard,Mobile,East,Alice Johnson,2024-05-12,22.5,2,0.14,38.7,Cancelled,Cash
ORD-000442,131,Laptop,Mobile,Central,Bob Smith,2024-02-11,1841.57,3,0.13,4806.5,Completed,Bank Transfer
ORD-000443,165,Monitor,Computing,Central,Alice Johnson,2024-04-17,458.94,2,0.15,780.2,Completed,PayPal
ORD-000444,78,Tablet,Accessories,North,Eva Brown,2024-08-17,796.64,3,0.04,2294.32,Completed,Cash
ORD-000445,178,Tablet,Electronics,West,Eva Brown,2024-10-08,266.38,2,0.12,468.83,Completed,Cash
ORD-000446,122,Monitor,Computing,South,Carol Davis,2024-02-14,270.52,2,0.06,508.58,Completed,PayPal
ORD-000447,83,Phone,Accessories,Central,Bob Smith,2024-02-17,451.48,5,0.01,2234.83,Completed,Cash
ORD-000448,75,Tablet,Accessories,East,David Wilson,2024-07-29,305.73,3,0.07,852.99,Completed,PayPal
ORD-000449,43,Webcam,Accessories,West,Eva Brown,2024-07-25,138.66,3,0.01,411.82,Cancelled,Cash
ORD-000450,116,Webcam,Accessories,North,Carol Davis,2024-11-15,94.37,1,0.1,84.93,Completed,PayPal
ORD-000451,149,Mouse,Computing,North,Bob Smith,2024-07-31,35.24,1,0.07,32.77,Cancelled,Cash
ORD-000452,171,Webcam,Accessories,East,Bob Smith,2024-01-08,68.51,4,0.2,219.23,Cancelled,Bank Transfer
ORD-000453,83,Laptop,Mobile,West,David Wilson,2024-04-27,1053.43,5,0.11,4687.76,Cancelled,Credit Card
ORD-000454,7,Tablet,Computing,Central,Carol Davis,2024-03-27,339.9,1,0.09,309.31,Completed,PayPal
ORD-000455,119,Laptop,Accessories,South,Carol Davis,2024-06-08,1831.9,4,0.1,6594.84,Cancelled,PayPal
ORD-000456,111,Mouse,Mobile,Central,David Wilson,2024-01-03,22.62,3,0.19,54.97,Completed,Bank Transfer
ORD-000457,122,Tablet,Mobile,North,Carol Davis,2024-10-28,363.18,1,0.11,323.23,Completed,PayPal
ORD-000458,92,Laptop,Electronics,South,Carol Davis,2024-04-21,1397.79,5,0.11,6220.17,Completed,Credit Card
ORD-000459,62,Monitor,Mobile,Central,Bob Smith,2024-07-04,444.37,1,0.16,373.27,Cancelled,Cash
ORD-000460,119,Mouse,Computing,South,Eva Brown,2024-03-23,16.37,5,0.14,70.39,Cancelled,Credit Card
ORD-000461,45,Phone,Computing,Central,Eva Brown,2024-05-08,555.22,5,0.01,2748.34,Completed,PayPal
