date,account,category,amount,currency,department
2024-04-03,Sales Revenue,Asset,144866.48,USD,Operations
2024-04-03,Marketing Expenses,Expense,12494.42,USD,Sales
2024-04-03,R&D Costs,Revenue,63086.22,USD,Admin
2024-04-03,Administrative,Revenue,8930.91,USD,Admin
2024-04-03,Operations,Revenue,38331.94,USD,Admin
2024-04-04,Sales Revenue,Expense,135975.8,USD,Admin
2024-04-04,Marketing Expenses,Asset,47766.94,USD,R&D
2024-04-04,R&D Costs,Asset,72037.03,USD,Marketing
2024-04-04,Administrative,Expense,40291.28,USD,Marketing
2024-04-04,Operations,Asset,28126.7,USD,Admin
2024-04-05,Sales Revenue,Liability,162510.62,USD,Admin
2024-04-05,Marketing Expenses,Liability,42295.16,USD,Marketing
2024-04-05,R&D Costs,Equity,40403.42,USD,R&D
2024-04-05,Administrative,Liability,8553.21,USD,Marketing
2024-04-05,Operations,Equity,40972.28,USD,Sales
2024-04-06,Sales Revenue,Liability,131317.26,USD,Marketing
2024-04-06,Marketing Expenses,Revenue,77560.67,USD,Operations
2024-04-06,R&D Costs,Equity,75118.37,USD,R&D
2024-04-06,Administrative,Revenue,14035.23,USD,R&D
2024-04-06,Operations,Revenue,20950.29,USD,Sales
2024-04-07,Sales Revenue,Liability,143633.8,USD,Marketing
2024-04-07,Marketing Expenses,Expense,74016.47,USD,Operations
2024-04-07,R&D Costs,Revenue,47176.55,USD,Marketing
2024-04-07,Administrative,Revenue,39635.8,USD,R&D
2024-04-07,Operations,Revenue,23629.3,USD,Admin
2024-04-08,Sales Revenue,Revenue,138900.22,USD,R&D
2024-04-08,Marketing Expenses,Asset,72990.53,USD,R&D
2024-04-08,R&D Costs,Asset,55780.42,USD,Sales
2024-04-08,Administrative,Expense,4498.46,USD,Operations
2024-04-08,Operations,Revenue,44741.75,USD,Admin
2024-04-09,Sales Revenue,Revenue,108574.45,USD,R&D
2024-04-09,Marketing Expenses,Asset,67316.74,USD,R&D
2024-04-09,R&D Costs,Asset,62123.07,USD,Operations
2024-04-09,Administrative,Equity,16669.62,USD,Operations
2024-04-09,Operations,Liability,15100.57,USD,R&D
2024-04-10,Sales Revenue,Liability,58480.96,USD,Admin
2024-04-10,Marketing Expenses,Asset,14567.82,USD,Admin
2024-04-10,R&D Costs,Asset,24775.76,USD,Marketing
2024-04-10,Administrative,Equity,25561.11,USD,Marketing
2024-04-10,Operations,Asset,2772.57,USD,Admin
2024-04-11,Sales Revenue,Expense,181318.44,USD,Operations
2024-04-11,Marketing Expenses,Expense,79529.95,USD,Operations
2024-04-11,R&D Costs,Equity,76829.64,USD,Operations
2024-04-11,Administrative,Asset,31595.01,USD,Operations
2024-04-11,Operations,Expense,13034.38,USD,Operations
2024-04-12,Sales Revenue,Revenue,56799.59,USD,Sales
2024-04-12,Marketing Expenses,Asset,12862.41,USD,R&D
2024-04-12,R&D Costs,Revenue,43880.63,USD,Admin
2024-04-12,Administrative,Revenue,19538.26,USD,Sales
2024-04-12,Operations,Liability,2339.6,USD,Marketing
2024-04-13,Sales Revenue,Equity,54555.78,USD,Marketing
2024-04-13,Marketing Expenses,Liability,38004.83,USD,Marketing
2024-04-13,R&D Costs,Revenue,56061.8,USD,Marketing
2024-04-13,Administrative,Equity,21326.64,USD,Operations
2024-04-13,Operations,Liability,49494.0,USD,Admin
2024-04-14,Sales Revenue,Expense,147614.0,USD,Admin
2024-04-14,Marketing Expenses,Revenue,71620.02,USD,Operations
2024-04-14,R&D Costs,Liability,10804.72,USD,Sales
2024-04-14,Administrative,Revenue,25881.04,USD,Sales
2024-04-14,Operations,Asset,7101.58,USD,Marketing
2024-04-15,Sales Revenue,Equity,63290.23,USD,R&D
2024-04-15,Marketing Expenses,Expense,20254.0,USD,Admin
2024-04-15,R&D Costs,Liability,23010.21,USD,Operations
2024-04-15,Administrative,Equity,15933.56,USD,Sales
2024-04-15,Operations,Asset,20500.63,USD,Marketing
2024-04-16,Sales Revenue,Expense,138520.39,USD,Sales
2024-04-16,Marketing Expenses,Equity,62977.91,USD,Admin
2024-04-16,R&D Costs,Liability,33508.93,USD,R&D
2024-04-16,Administrative,Expense,15555.43,USD,Admin
2024-04-16,Operations,Revenue,34474.38,USD,Marketing
2024-04-17,Sales Revenue,Equity,90387.8,USD,Marketing
2024-04-17,Marketing Expenses,Expense,15461.29,USD,Operations
2024-04-17,R&D Costs,Revenue,42106.92,USD,Marketing
2024-04-17,Administrative,Asset,15997.95,USD,Admin
2024-04-17,Operations,Revenue,1353.33,USD,R&D
2024-04-18,Sales Revenue,Equity,111299.5,USD,R&D
2024-04-18,Marketing Expenses,Equity,29954.49,USD,R&D
2024-04-18,R&D Costs,Liability,20374.38,USD,Sales
2024-04-18,Administrative,Expense,45772.02,USD,Admin
2024-04-18,Operations,Asset,40340.47,USD,Admin
2024-04-19,Sales Revenue,Revenue,53620.02,USD,Sales
2024-04-19,Marketing Expenses,Asset,17646.16,USD,R&D
2024-04-19,R&D Costs,Liability,62196.51,USD,Sales
2024-04-19,Administrative,Revenue,11881.72,USD,Operations
2024-04-19,Operations,Equity,46107.32,USD,R&D
2024-04-20,Sales Revenue,Asset,118905.5,USD,Sales
2024-04-20,Marketing Expenses,Equity,55954.07,USD,R&D
2024-04-20,R&D Costs,Revenue,49327.04,USD,Admin
2024-04-20,Administrative,Expense,45642.76,USD,Marketing
2024-04-20,Operations,Liability,42687.54,USD,Admin
2024-04-21,Sales Revenue,Liability,115077.8,USD,Sales
2024-04-21,Marketing Expenses,Equity,56156.73,USD,R&D
2024-04-21,R&D Costs,Liability,62108.24,USD,Marketing
2024-04-21,Administrative,Asset,38053.65,USD,Operations
2024-04-21,Operations,Revenue,48984.09,USD,R&D
2024-04-22,Sales Revenue,Asset,136608.97,USD,Admin
2024-04-22,Marketing Expenses,Expense,43985.1,USD,Marketing
2024-04-22,R&D Costs,Liability,49625.63,USD,Marketing
2024-04-22,Administrative,Liability,29439.28,USD,R&D
2024-04-22,Operations,Expense,20274.53,USD,Sales
2024-04-23,Sales Revenue,Equity,174773.52,USD,Admin
2024-04-23,Marketing Expenses,Revenue,56181.07,USD,R&D
2024-04-23,R&D Costs,Equity,50749.58,USD,R&D
2024-04-23,Administrative,Liability,32721.46,USD,Admin
2024-04-23,Operations,Expense,27698.53,USD,Marketing
2024-04-24,Sales Revenue,Liability,170139.67,USD,R&D
2024-04-24,Marketing Expenses,Equity,58091.88,USD,Admin
2024-04-24,R&D Costs,Equity,32665.47,USD,Marketing
2024-04-24,Administrative,Asset,8925.24,USD,Admin
2024-04-24,Operations,Equity,18323.42,USD,Admin
2024-04-25,Sales Revenue,Revenue,61843.76,USD,R&D
2024-04-25,Marketing Expenses,Asset,75839.1,USD,Admin
2024-04-25,R&D Costs,Revenue,24809.83,USD,R&D
2024-04-25,Administrative,Revenue,19617.19,USD,Sales
2024-04-25,Operations,Expense,37324.28,USD,Operations
2024-04-26,Sales Revenue,Liability,83632.81,USD,Sales
2024-04-26,Marketing Expenses,Liability,37827.78,USD,R&D
2024-04-26,R&D Costs,Equity,79366.02,USD,R&D
2024-04-26,Administrative,Revenue,14987.0,USD,Operations
2024-04-26,Operations,Liability,41188.88,USD,Operations
2024-04-27,Sales Revenue,Equity,182206.91,USD,Admin
2024-04-27,Marketing Expenses,Equity,48601.09,USD,Admin
2024-04-27,R&D Costs,Equity,40814.45,USD,Admin
2024-04-27,Administrative,Asset,10832.91,USD,Sales
2024-04-27,Operations,Asset,19274.16,USD,Sales
2024-04-28,Sales Revenue,Equity,57668.6,USD,Admin
2024-04-28,Marketing Expenses,Liability,34617.04,USD,Admin
2024-04-28,R&D Costs,Asset,69861.26,USD,R&D
2024-04-28,Administrative,Asset,11813.33,USD,Admin
2024-04-28,Operations,Equity,10356.42,USD,Sales
2024-04-29,Sales Revenue,Asset,186806.39,USD,Operations
2024-04-29,Marketing Expenses,Equity,72376.07,USD,Admin
2024-04-29,R&D Costs,Equity,25441.21,USD,Sales
2024-04-29,Administrative,Revenue,29760.22,USD,Sales
2024-04-29,Operations,Equity,30047.37,USD,Marketing
2024-04-30,Sales Revenue,Revenue,73043.73,USD,Admin
2024-04-30,Marketing Expenses,Expense,35081.46,USD,Operations
2024-04-30,R&D Costs,Equity,44949.35,USD,R&D
2024-04-30,Administrative,Expense,19180.01,USD,Operations
2024-04-30,Operations,Asset,4684.26,USD,R&D
2024-05-01,Sales Revenue,Asset,72235.32,USD,Operations
2024-05-01,Marketing Expenses,Equity,32860.59,USD,Sales
2024-05-01,R&D Costs,Equity,68521.56,USD,Marketing
2024-05-01,Administrative,Asset,5164.39,USD,R&D
2024-05-01,Operations,Revenue,38842.22,USD,Sales
2024-05-02,Sales Revenue,Equity,79690.06,USD,Operations
2024-05-02,Marketing Expenses,Liability,74145.76,USD,Admin
2024-05-02,R&D Costs,Expense,43810.71,USD,Marketing
2024-05-02,Administrative,Liability,9987.66,USD,Sales
2024-05-02,Operations,Equity,9263.16,USD,Sales
2024-05-03,Sales Revenue,Equity,170669.78,USD,Marketing
2024-05-03,Marketing Expenses,Expense,71470.02,USD,Sales
2024-05-03,R&D Costs,Asset,48114.55,USD,R&D
2024-05-03,Administrative,Expense,17062.25,USD,Marketing
2024-05-03,Operations,Equity,6499.59,USD,Sales
2024-05-04,Sales Revenue,Asset,183350.19,USD,Sales
2024-05-04,Marketing Expenses,Equity,22443.65,USD,Sales
2024-05-04,R&D Costs,Asset,33530.12,USD,Sales
2024-05-04,Administrative,Equity,35350.46,USD,Sales
2024-05-04,Operations,Asset,12449.59,USD,Marketing
2024-05-05,Sales Revenue,Asset,141883.98,USD,Admin
2024-05-05,Marketing Expenses,Expense,35638.26,USD,Operations
2024-05-05,R&D Costs,Revenue,79040.87,USD,Marketing
2024-05-05,Administrative,Expense,7907.37,USD,Admin
2024-05-05,Operations,Revenue,18522.88,USD,Admin
2024-05-06,Sales Revenue,Expense,187984.75,USD,Sales
2024-05-06,Marketing Expenses,Asset,65608.73,USD,Operations
2024-05-06,R&D Costs,Asset,21766.52,USD,R&D
2024-05-06,Administrative,Asset,15863.2,USD,R&D
2024-05-06,Operations,Expense,5112.39,USD,Operations
2024-05-07,Sales Revenue,Equity,59110.56,USD,Admin
2024-05-07,Marketing Expenses,Equity,31470.33,USD,R&D
2024-05-07,R&D Costs,Revenue,53161.12,USD,Operations
2024-05-07,Administrative,Expense,37796.0,USD,Admin
2024-05-07,Operations,Asset,34030.1,USD,R&D
2024-05-08,Sales Revenue,Expense,157384.46,USD,R&D
2024-05-08,Marketing Expenses,Revenue,39742.25,USD,R&D
2024-05-08,R&D Costs,Asset,47636.12,USD,Sales
2024-05-08,Administrative,Revenue,20997.26,USD,R&D
2024-05-08,Operations,Revenue,7425.6,USD,Marketing
2024-05-09,Sales Revenue,Expense,97960.89,USD,Operations
2024-05-09,Marketing Expenses,Equity,68076.41,USD,Sales
2024-05-09,R&D Costs,Expense,78740.92,USD,Sales
2024-05-09,Administrative,Expense,41946.61,USD,Operations
2024-05-09,Operations,Expense,43801.35,USD,R&D
2024-05-10,Sales Revenue,Asset,119279.33,USD,Admin
2024-05-10,Marketing Expenses,Revenue,36496.43,USD,Operations
2024-05-10,R&D Costs,Equity,72178.28,USD,R&D
2024-05-10,Administrative,Liability,24037.58,USD,Admin
2024-05-10,Operations,Liability,38576.33,USD,Operations
2024-05-11,Sales Revenue,Equity,86928.58,USD,R&D
2024-05-11,Marketing Expenses,Equity,33885.7,USD,Admin
2024-05-11,R&D Costs,Expense,38149.66,USD,R&D
2024-05-11,Administrative,Revenue,48583.32,USD,Marketing
2024-05-11,Operations,Asset,7150.93,USD,Admin
2024-05-12,Sales Revenue,Equity,81560.23,USD,R&D
2024-05-12,Marketing Expenses,Asset,10957.67,USD,Marketing
2024-05-12,R&D Costs,Liability,32235.95,USD,R&D
2024-05-12,Administrative,Expense,14270.21,USD,Sales
2024-05-12,Operations,Equity,22572.98,USD,Marketing
2024-05-13,Sales Revenue,Revenue,183840.14,USD,Sales
2024-05-13,Marketing Expenses,Expense,61279.55,USD,Sales
2024-05-13,R&D Costs,Liability,51582.42,USD,Admin
2024-05-13,Administrative,Asset,29932.29,USD,Admin
2024-05-13,Operations,Expense,28949.05,USD,Operations
2024-05-14,Sales Revenue,Expense,119193.93,USD,Operations
2024-05-14,Marketing Expenses,Liability,12657.22,USD,R&D
2024-05-14,R&D Costs,Revenue,63289.87,USD,Operations
2024-05-14,Administrative,Liability,41483.71,USD,Operations
2024-05-14,Operations,Asset,46561.2,USD,Admin
2024-05-15,Sales Revenue,Expense,124472.55,USD,Marketing
2024-05-15,Marketing Expenses,Liability,51971.8,USD,Marketing
2024-05-15,R&D Costs,Equity,41614.56,USD,Sales
2024-05-15,Administrative,Expense,26697.51,USD,R&D
2024-05-15,Operations,Expense,1806.9,USD,Operations
2024-05-16,Sales Revenue,Equity,122760.84,USD,Marketing
2024-05-16,Marketing Expenses,Asset,26596.83,USD,Admin
2024-05-16,R&D Costs,Expense,11704.75,USD,R&D
2024-05-16,Administrative,Liability,25246.25,USD,R&D
2024-05-16,Operations,Revenue,11776.77,USD,Operations
2024-05-17,Sales Revenue,Expense,106495.4,USD,Operations
2024-05-17,Marketing Expenses,Asset,77789.33,USD,Operations
2024-05-17,R&D Costs,Asset,57138.85,USD,Sales
2024-05-17,Administrative,Liability,41803.97,USD,Operations
2024-05-17,Operations,Revenue,43809.42,USD,R&D
2024-05-18,Sales Revenue,Liability,99812.35,USD,Sales
2024-05-18,Marketing Expenses,Equity,64122.63,USD,Sales
2024-05-18,R&D Costs,Liability,10463.69,USD,Marketing
2024-05-18,Administrative,Revenue,15366.82,USD,Sales
2024-05-18,Operations,Equity,1929.96,USD,Sales
2024-05-19,Sales Revenue,Expense,197671.25,USD,R&D
2024-05-19,Marketing Expenses,Equity,71593.97,USD,Operations
2024-05-19,R&D Costs,Liability,19883.68,USD,Marketing
2024-05-19,Administrative,Asset,33081.21,USD,Sales
2024-05-19,Operations,Revenue,36097.85,USD,R&D
2024-05-20,Sales Revenue,Asset,97016.25,USD,Admin
2024-05-20,Marketing Expenses,Revenue,33919.57,USD,Sales
2024-05-20,R&D Costs,Expense,39596.93,USD,Sales
2024-05-20,Administrative,Liability,26349.32,USD,Operations
2024-05-20,Operations,Liability,46695.98,USD,Marketing
2024-05-21,Sales Revenue,Asset,91155.11,USD,R&D
2024-05-21,Marketing Expenses,Revenue,57965.14,USD,R&D
2024-05-21,R&D Costs,Expense,54255.23,USD,Marketing
2024-05-21,Administrative,Asset,6001.33,USD,Marketing
2024-05-21,Operations,Equity,39315.11,USD,R&D
2024-05-22,Sales Revenue,Liability,145008.7,USD,Sales
2024-05-22,Marketing Expenses,Equity,54686.5,USD,Admin
2024-05-22,R&D Costs,Equity,77021.77,USD,Marketing
2024-05-22,Administrative,Revenue,21537.99,USD,Sales
2024-05-22,Operations,Expense,35193.49,USD,Sales
2024-05-23,Sales Revenue,Liability,107082.2,USD,Operations
2024-05-23,Marketing Expenses,Expense,22141.15,USD,Sales
2024-05-23,R&D Costs,Revenue,37783.77,USD,Marketing
2024-05-23,Administrative,Revenue,18971.24,USD,Marketing
2024-05-23,Operations,Expense,2408.5,USD,Marketing
2024-05-24,Sales Revenue,Equity,103362.6,USD,Sales
2024-05-24,Marketing Expenses,Expense,21180.58,USD,Operations
2024-05-24,R&D Costs,Equity,41766.54,USD,Sales
2024-05-24,Administrative,Equity,5092.8,USD,Sales
2024-05-24,Operations,Liability,23036.04,USD,Marketing
2024-05-25,Sales Revenue,Liability,188392.71,USD,Admin
2024-05-25,Marketing Expenses,Expense,21662.49,USD,Marketing
2024-05-25,R&D Costs,Revenue,15095.77,USD,Admin
2024-05-25,Administrative,Revenue,15827.15,USD,Marketing
2024-05-25,Operations,Expense,22893.14,USD,Operations
2024-05-26,Sales Revenue,Equity,129939.04,USD,Admin
2024-05-26,Marketing Expenses,Revenue,33978.79,USD,Operations
2024-05-26,R&D Costs,Revenue,51149.23,USD,Operations
2024-05-26,Administrative,Equity,6194.09,USD,Sales
2024-05-26,Operations,Asset,47730.12,USD,Operations
2024-05-27,Sales Revenue,Asset,63590.98,USD,Sales
2024-05-27,Marketing Expenses,Liability,52097.66,USD,Operations
2024-05-27,R&D Costs,Liability,39636.43,USD,Marketing
2024-05-27,Administrative,Equity,20502.7,USD,R&D
2024-05-27,Operations,Revenue,9273.59,USD,Sales
2024-05-28,Sales Revenue,Liability,188203.02,USD,Sales
2024-05-28,Marketing Expenses,Equity,65100.45,USD,Admin
2024-05-28,R&D Costs,Asset,55578.8,USD,Sales
2024-05-28,Administrative,Asset,22173.75,USD,R&D
2024-05-28,Operations,Liability,37528.05,USD,Operations
2024-05-29,Sales Revenue,Revenue,94403.05,USD,Admin
2024-05-29,Marketing Expenses,Expense,62719.94,USD,R&D
2024-05-29,R&D Costs,Revenue,57195.78,USD,Sales
2024-05-29,Administrative,Liability,10678.67,USD,Marketing
2024-05-29,Operations,Asset,26380.17,USD,R&D
2024-05-30,Sales Revenue,Liability,177340.79,USD,R&D
2024-05-30,Marketing Expenses,Equity,59431.66,USD,Marketing
2024-05-30,R&D Costs,Expense,54534.2,USD,Marketing
2024-05-30,Administrative,Revenue,18641.22,USD,Sales
2024-05-30,Operations,Equity,38164.56,USD,Operations
2024-05-31,Sales Revenue,Expense,68502.06,USD,Admin
2024-05-31,Marketing Expenses,Asset,43111.58,USD,R&D
2024-05-31,R&D Costs,Equity,71615.52,USD,Marketing
2024-05-31,Administrative,Expense,5312.37,USD,R&D
2024-05-31,Operations,Expense,4467.1,USD,R&D
2024-06-01,Sales Revenue,Liability,102998.92800000001,USD,Admin
2024-06-01,Marketing Expenses,Equity,28242.36,USD,Admin
2024-06-01,R&D Costs,Equity,23388.24,USD,Operations
2024-06-01,Administrative,Liability,33225.688,USD,R&D
2024-06-01,Operations,Equity,14956.920000000002,USD,Sales
2024-06-02,Sales Revenue,Equity,117624.40800000001,USD,R&D
2024-06-02,Marketing Expenses,Expense,47919.544,USD,Marketing
2024-06-02,R&D Costs,Equity,8962.152,USD,Operations
2024-06-02,Administrative,Revenue,21541.984,USD,R&D
2024-06-02,Operations,Liability,932.7520000000001,USD,Marketing
2024-06-03,Sales Revenue,Equity,100671.248,USD,R&D
2024-06-03,Marketing Expenses,Liability,54542.695999999996,USD,Operations
2024-06-03,R&D Costs,Revenue,28194.248,USD,Marketing
2024-06-03,Administrative,Equity,26140.264000000003,USD,Operations
2024-06-03,Operations,Revenue,32892.656,USD,Marketing
2024-06-04,Sales Revenue,Equity,124291.344,USD,Marketing
2024-06-04,Marketing Expenses,Expense,23530.136,USD,Marketing
2024-06-04,R&D Costs,Equity,8672.096000000001,USD,Marketing
2024-06-04,Administrative,Liability,35760.552,USD,Admin
2024-06-04,Operations,Revenue,7632.344000000001,USD,Admin
2024-06-05,Sales Revenue,Revenue,141440.568,USD,R&D
2024-06-05,Marketing Expenses,Revenue,24947.616,USD,Admin
2024-06-05,R&D Costs,Equity,56975.200000000004,USD,Operations
2024-06-05,Administrative,Revenue,14820.328000000001,USD,Marketing
2024-06-05,Operations,Equity,2804.2560000000003,USD,Marketing
2024-06-06,Sales Revenue,Liability,134878.44,USD,Sales
2024-06-06,Marketing Expenses,Revenue,49330.008,USD,Operations
2024-06-06,R&D Costs,Equity,52004.912000000004,USD,Operations
2024-06-06,Administrative,Equity,8348.568,USD,R&D
2024-06-06,Operations,Asset,37549.096000000005,USD,Admin
2024-06-07,Sales Revenue,Expense,149432.848,USD,Operations
2024-06-07,Marketing Expenses,Liability,17690.72,USD,Admin
2024-06-07,R&D Costs,Liability,38794.368,USD,Marketing
2024-06-07,Administrative,Asset,5644.352,USD,Operations
2024-06-07,Operations,Expense,34540.656,USD,Sales
2024-06-08,Sales Revenue,Asset,43026.088,USD,Admin
2024-06-08,Marketing Expenses,Equity,44095.248,USD,Admin
2024-06-08,R&D Costs,Revenue,47606.904,USD,Operations
2024-06-08,Administrative,Asset,11437.792000000001,USD,Marketing
2024-06-08,Operations,Equity,32424.432,USD,Marketing
2024-06-09,Sales Revenue,Liability,131932.584,USD,Operations
2024-06-09,Marketing Expenses,Revenue,16709.0,USD,Admin
2024-06-09,R&D Costs,Asset,16075.720000000001,USD,R&D
2024-06-09,Administrative,Liability,12538.424,USD,R&D
2024-06-09,Operations,Liability,22312.112,USD,Admin
2024-06-10,Sales Revenue,Revenue,72184.496,USD,Sales
2024-06-10,Marketing Expenses,Asset,10518.288,USD,Sales
2024-06-10,R&D Costs,Asset,17826.72,USD,Marketing
2024-06-10,Administrative,Liability,7973.976,USD,Admin
2024-06-10,Operations,Asset,21130.336,USD,Operations
2024-06-11,Sales Revenue,Expense,59459.04000000001,USD,Marketing
2024-06-11,Marketing Expenses,Equity,22096.496,USD,Operations
2024-06-11,R&D Costs,Asset,9111.176,USD,Admin
2024-06-11,Administrative,Revenue,36980.616,USD,Marketing
2024-06-11,Operations,Expense,37437.912000000004,USD,Admin
2024-06-12,Sales Revenue,Equity,62262.92,USD,Operations
2024-06-12,Marketing Expenses,Expense,53681.119999999995,USD,Sales
2024-06-12,R&D Costs,Revenue,29717.392,USD,Marketing
2024-06-12,Administrative,Equity,37641.792,USD,Marketing
2024-06-12,Operations,Liability,5568.8240000000005,USD,Sales
2024-06-13,Sales Revenue,Equity,65132.32800000001,USD,Marketing
2024-06-13,Marketing Expenses,Liability,45962.12,USD,R&D
2024-06-13,R&D Costs,Expense,39252.92800000001,USD,Sales
2024-06-13,Administrative,Liability,33358.752,USD,R&D
2024-06-13,Operations,Expense,29020.72,USD,Sales
2024-06-14,Sales Revenue,Revenue,138757.976,USD,Marketing
2024-06-14,Marketing Expenses,Expense,12042.536,USD,Operations
2024-06-14,R&D Costs,Expense,34269.12,USD,Marketing
2024-06-14,Administrative,Liability,37706.592,USD,Operations
2024-06-14,Operations,Liability,23173.136,USD,Operations
2024-06-15,Sales Revenue,Revenue,87637.288,USD,R&D
2024-06-15,Marketing Expenses,Expense,10401.92,USD,Operations
2024-06-15,R&D Costs,Expense,46291.224,USD,Operations
2024-06-15,Administrative,Expense,18171.632,USD,Marketing
2024-06-15,Operations,Expense,14680.128,USD,Admin
2024-06-16,Sales Revenue,Expense,127040.88,USD,Sales
2024-06-16,Marketing Expenses,Expense,41699.920000000006,USD,Admin
2024-06-16,R&D Costs,Liability,11004.976,USD,Operations
2024-06-16,Administrative,Equity,36077.0,USD,Operations
2024-06-16,Operations,Asset,22336.808,USD,Admin
2024-06-17,Sales Revenue,Revenue,43258.648,USD,Admin
2024-06-17,Marketing Expenses,Equity,34602.184,USD,Sales
2024-06-17,R&D Costs,Expense,35638.488000000005,USD,Operations
2024-06-17,Administrative,Equity,38021.384000000005,USD,R&D
2024-06-17,Operations,Expense,29500.4,USD,Sales
2024-06-18,Sales Revenue,Equity,135550.56000000003,USD,Operations
2024-06-18,Marketing Expenses,Expense,8676.704,USD,R&D
2024-06-18,R&D Costs,Liability,41659.04000000001,USD,Operations
2024-06-18,Administrative,Liability,12557.296000000002,USD,Sales
2024-06-18,Operations,Revenue,15951.416000000001,USD,Marketing
2024-06-19,Sales Revenue,Liability,137272.424,USD,Admin
2024-06-19,Marketing Expenses,Liability,13487.864000000001,USD,Operations
2024-06-19,R&D Costs,Expense,34031.128000000004,USD,R&D
2024-06-19,Administrative,Equity,39618.104,USD,Admin
2024-06-19,Operations,Liability,6028.432000000001,USD,R&D
2024-06-20,Sales Revenue,Asset,64297.536,USD,R&D
2024-06-20,Marketing Expenses,Equity,19094.007999999998,USD,R&D
2024-06-20,R&D Costs,Revenue,22976.584000000003,USD,R&D
2024-06-20,Administrative,Expense,8125.008000000001,USD,R&D
2024-06-20,Operations,Revenue,29172.36,USD,Sales
2024-06-21,Sales Revenue,Equity,63968.0,USD,Sales
2024-06-21,Marketing Expenses,Expense,29797.864,USD,Sales
2024-06-21,R&D Costs,Revenue,17135.24,USD,Operations
2024-06-21,Administrative,Asset,15926.288,USD,Sales
2024-06-21,Operations,Equity,11738.400000000001,USD,Admin
2024-06-22,Sales Revenue,Revenue,123722.65600000002,USD,R&D
2024-06-22,Marketing Expenses,Liability,22119.568,USD,R&D
2024-06-22,R&D Costs,Equity,22136.496,USD,Marketing
2024-06-22,Administrative,Revenue,23913.704,USD,Sales
2024-06-22,Operations,Revenue,17469.824,USD,Operations
2024-06-23,Sales Revenue,Asset,116980.416,USD,Admin
2024-06-23,Marketing Expenses,Liability,18062.312,USD,Marketing
2024-06-23,R&D Costs,Expense,55729.184,USD,Operations
2024-06-23,Administrative,Asset,5774.200000000001,USD,Sales
2024-06-23,Operations,Liability,24386.944000000003,USD,Operations
2024-06-24,Sales Revenue,Expense,47985.064000000006,USD,Sales
2024-06-24,Marketing Expenses,Revenue,48082.544,USD,Marketing
2024-06-24,R&D Costs,Asset,56432.288,USD,Sales
2024-06-24,Administrative,Asset,27184.104,USD,Admin
2024-06-24,Operations,Revenue,24877.800000000003,USD,Operations
2024-06-25,Sales Revenue,Liability,97365.33600000001,USD,Sales
2024-06-25,Marketing Expenses,Revenue,48269.744000000006,USD,Admin
2024-06-25,R&D Costs,Revenue,45254.144,USD,Admin
2024-06-25,Administrative,Expense,19033.768,USD,R&D
2024-06-25,Operations,Asset,22471.024,USD,Sales
2024-06-26,Sales Revenue,Liability,65755.072,USD,Marketing
2024-06-26,Marketing Expenses,Revenue,16792.888000000003,USD,Operations
2024-06-26,R&D Costs,Revenue,16854.392000000003,USD,Operations
2024-06-26,Administrative,Revenue,4279.024,USD,R&D
2024-06-26,Operations,Expense,19060.079999999998,USD,Operations
2024-06-27,Sales Revenue,Expense,81008.76800000001,USD,R&D
2024-06-27,Marketing Expenses,Asset,57554.296,USD,R&D
2024-06-27,R&D Costs,Revenue,12909.68,USD,Sales
2024-06-27,Administrative,Asset,29578.064000000002,USD,Admin
2024-06-27,Operations,Equity,10517.760000000002,USD,Admin
2024-06-28,Sales Revenue,Expense,139002.752,USD,Admin
2024-06-28,Marketing Expenses,Equity,62273.296,USD,Sales
2024-06-28,R&D Costs,Asset,50091.528000000006,USD,Admin
2024-06-28,Administrative,Asset,37428.256,USD,Admin
2024-06-28,Operations,Asset,25968.84,USD,Operations
2024-06-29,Sales Revenue,Equity,104291.92,USD,Admin
2024-06-29,Marketing Expenses,Revenue,13404.816,USD,Admin
2024-06-29,R&D Costs,Expense,54171.50400000001,USD,Operations
2024-06-29,Administrative,Liability,29008.552000000003,USD,R&D
2024-06-29,Operations,Asset,30941.896000000004,USD,Marketing
2024-06-30,Sales Revenue,Expense,121100.064,USD,Operations
2024-06-30,Marketing Expenses,Revenue,41299.888000000006,USD,R&D
2024-06-30,R&D Costs,Expense,23820.960000000003,USD,Operations
2024-06-30,Administrative,Asset,10422.552000000001,USD,Admin
2024-06-30,Operations,Asset,39309.464,USD,Operations
2024-07-01,Sales Revenue,Revenue,101785.91200000001,USD,Sales
2024-07-01,Marketing Expenses,Revenue,41115.89600000001,USD,Admin
2024-07-01,R&D Costs,Asset,54285.936,USD,Operations
2024-07-01,Administrative,Liability,30323.608000000004,USD,R&D
2024-07-01,Operations,Equity,12385.544000000002,USD,R&D
2024-07-02,Sales Revenue,Revenue,131539.864,USD,Admin
2024-07-02,Marketing Expenses,Asset,27229.920000000002,USD,Sales
2024-07-02,R&D Costs,Asset,51125.16,USD,Sales
2024-07-02,Administrative,Equity,6967.856,USD,Marketing
2024-07-02,Operations,Liability,15747.432,USD,Marketing
2024-07-03,Sales Revenue,Liability,67733.36,USD,Sales
2024-07-03,Marketing Expenses,Expense,58944.064000000006,USD,Sales
2024-07-03,R&D Costs,Equity,19902.032000000003,USD,Marketing
2024-07-03,Administrative,Liability,13951.464000000002,USD,Marketing
