session_id,timestamp,page,source,device,country,session_duration,is_bounce,page_views
SESS-000953,2024-10-10 14:10:00,/contact,Direct,Desktop,Canada,189,True,1
SESS-000954,2024-02-25 22:04:00,/features,Referral,Desktop,Canada,334,False,9
SESS-000955,2024-12-17 19:41:00,/products,Referral,Mobile,Spain,542,False,7
SESS-000956,2024-04-21 20:23:00,/about,Facebook,Mobile,Italy,88,False,6
SESS-000957,2024-06-04 18:53:00,/home,Facebook,Desktop,Italy,231,False,1
SESS-000958,2024-10-25 20:03:00,/support,Twitter,Desktop,Netherlands,649,True,1
SESS-000959,2024-09-02 11:21:00,/home,Referral,Desktop,USA,220,True,1
SESS-000960,2024-11-23 16:55:00,/about,Twitter,Tablet,Italy,151,True,1
SESS-000961,2024-11-02 00:40:00,/features,Email,Tablet,Italy,225,False,7
SESS-000962,2024-04-13 08:56:00,/features,Facebook,Tablet,UK,479,True,1
SESS-000963,2024-08-30 18:52:00,/contact,Google,Desktop,Italy,198,False,9
SESS-000964,2024-04-23 07:17:00,/features,Facebook,Tablet,Italy,444,False,3
SESS-000965,2024-01-15 07:36:00,/features,Twitter,Tablet,Canada,269,False,5
SESS-000966,2024-06-14 03:09:00,/home,Referral,Tablet,Canada,82,False,2
SESS-000967,2024-04-10 08:26:00,/home,Facebook,Tablet,France,279,False,5
SESS-000968,2024-03-26 06:48:00,/features,Direct,Desktop,Germany,431,False,7
SESS-000969,2024-07-25 00:37:00,/about,Facebook,Mobile,Netherlands,100,False,2
SESS-000970,2024-03-06 21:05:00,/products,Twitter,Tablet,Germany,573,False,7
SESS-000971,2024-12-31 11:17:00,/pricing,Referral,Tablet,Italy,153,False,9
SESS-000972,2024-10-14 03:47:00,/about,LinkedIn,Tablet,Italy,157,False,5
SESS-000973,2024-05-23 23:44:00,/blog,Email,Desktop,France,498,True,1
SESS-000974,2024-11-30 03:45:00,/products,Facebook,Tablet,Germany,239,False,5
SESS-000975,2024-07-19 09:46:00,/contact,Twitter,Desktop,Spain,274,False,8
SESS-000976,2024-10-31 17:20:00,/products,LinkedIn,Desktop,Germany,287,False,6
SESS-000977,2024-10-02 23:56:00,/contact,Facebook,Tablet,UK,127,False,3
SESS-000978,2024-06-28 21:26:00,/support,Email,Desktop,Italy,534,False,7
SESS-000979,2024-07-19 22:52:00,/features,Referral,Mobile,Germany,199,False,8
SESS-000980,2024-11-06 06:31:00,/support,LinkedIn,Tablet,Spain,1033,False,7
SESS-000981,2024-09-28 05:14:00,/contact,LinkedIn,Tablet,Spain,92,True,1
SESS-000982,2024-07-31 13:30:00,/products,Direct,Mobile,France,565,False,1
SESS-000983,2024-08-18 10:41:00,/contact,LinkedIn,Tablet,Germany,184,True,1
SESS-000984,2024-08-22 12:14:00,/support,Twitter,Desktop,UK,707,False,9
SESS-000985,2024-05-03 06:50:00,/features,LinkedIn,Mobile,Germany,375,True,1
SESS-000986,2024-11-04 06:42:00,/about,Google,Mobile,Netherlands,80,False,5
SESS-000987,2024-01-08 11:01:00,/features,Facebook,Mobile,UK,151,True,1
SESS-000988,2024-05-10 11:39:00,/support,Google,Tablet,Canada,415,True,1
SESS-000989,2024-05-01 13:48:00,/about,Facebook,Tablet,Netherlands,93,True,1
SESS-000990,2024-04-20 10:11:00,/features,Email,Tablet,Italy,79,False,7
SESS-000991,2024-09-23 05:44:00,/contact,Google,Desktop,Spain,92,False,10
SESS-000992,2024-01-06 08:16:00,/pricing,Direct,Tablet,France,473,True,1
SESS-000993,2024-12-18 23:16:00,/contact,Facebook,Tablet,France,279,False,4
SESS-000994,2024-05-31 11:30:00,/contact,Google,Tablet,Italy,152,True,1
SESS-000995,2024-10-14 06:16:00,/home,Google,Tablet,UK,131,True,1
SESS-000996,2024-08-16 13:40:00,/products,LinkedIn,Tablet,France,580,False,1
SESS-000997,2024-11-08 11:50:00,/features,Facebook,Tablet,USA,351,False,9
SESS-000998,2024-08-24 11:12:00,/blog,Twitter,Desktop,Germany,343,True,1
SESS-000999,2024-03-07 04:02:00,/support,Facebook,Desktop,UK,187,True,1
SESS-001000,2024-03-04 07:38:00,/features,Google,Tablet,Germany,105,False,9
SESS-001001,2024-11-19 03:54:00,/support,Email,Mobile,Canada,255,True,1
SESS-001002,2024-03-13 06:23:00,/contact,Email,Mobile,Italy,217,True,1
SESS-001003,2024-07-26 09:11:00,/blog,Direct,Mobile,Spain,198,False,6
SESS-001004,2024-02-25 18:45:00,/home,Google,Desktop,Spain,264,True,1
SESS-001005,2024-02-11 04:25:00,/pricing,Google,Tablet,Germany,580,False,9
SESS-001006,2024-03-29 03:53:00,/products,Direct,Tablet,Spain,317,True,1
SESS-001007,2024-06-04 02:12:00,/about,Google,Desktop,Spain,124,False,1
SESS-001008,2024-06-26 11:33:00,/home,Direct,Tablet,Netherlands,233,True,1
SESS-001009,2024-12-20 22:49:00,/products,Direct,Tablet,Spain,147,True,1
SESS-001010,2024-07-23 02:39:00,/home,Email,Tablet,Netherlands,282,False,10
SESS-001011,2024-12-20 12:42:00,/features,Facebook,Mobile,Spain,217,False,7
SESS-001012,2024-10-09 06:43:00,/blog,Referral,Desktop,UK,730,False,8
SESS-001013,2024-12-02 20:51:00,/about,Facebook,Desktop,Italy,131,False,8
SESS-001014,2024-07-30 14:08:00,/pricing,Twitter,Tablet,UK,233,True,1
SESS-001015,2024-01-18 00:30:00,/support,LinkedIn,Mobile,Spain,703,True,1
SESS-001016,2024-08-20 21:32:00,/home,Direct,Tablet,France,146,True,1
SESS-001017,2024-05-04 01:18:00,/contact,Referral,Tablet,Netherlands,111,True,1
SESS-001018,2024-12-31 01:53:00,/home,Email,Tablet,Spain,294,False,9
SESS-001019,2024-12-10 04:59:00,/products,Direct,Tablet,Germany,98,False,1
SESS-001020,2024-10-22 06:28:00,/products,Email,Tablet,Canada,196,False,4
SESS-001021,2024-09-27 08:04:00,/features,Email,Tablet,Italy,228,False,10
SESS-001022,2024-08-15 16:27:00,/features,Referral,Desktop,Netherlands,195,False,1
SESS-001023,2024-06-30 11:53:00,/products,Direct,Tablet,Spain,325,False,6
SESS-001024,2024-04-13 17:53:00,/features,Direct,Desktop,Spain,139,False,3
SESS-001025,2024-08-13 15:16:00,/pricing,Twitter,Desktop,USA,274,False,2
SESS-001026,2024-11-26 23:37:00,/features,Google,Desktop,Germany,457,False,6
SESS-001027,2024-09-17 21:04:00,/support,Google,Mobile,Canada,304,False,1
SESS-001028,2024-10-08 11:46:00,/products,Facebook,Mobile,UK,572,True,1
SESS-001029,2024-03-03 04:03:00,/products,Twitter,Tablet,USA,504,False,1
SESS-001030,2024-08-04 13:47:00,/about,Twitter,Tablet,Germany,38,True,1
SESS-001031,2024-07-22 11:24:00,/features,Twitter,Tablet,USA,427,False,4
SESS-001032,2024-02-12 19:29:00,/contact,Email,Tablet,Italy,54,False,1
SESS-001033,2024-09-02 20:10:00,/products,Facebook,Desktop,Italy,515,False,6
SESS-001034,2024-10-13 20:49:00,/about,Email,Desktop,Netherlands,118,False,5
SESS-001035,2024-03-27 03:00:00,/support,Facebook,Desktop,Germany,474,False,6
SESS-001036,2024-03-19 13:23:00,/contact,Email,Mobile,Italy,276,False,5
SESS-001037,2024-08-21 15:55:00,/support,Direct,Desktop,Netherlands,625,False,6
SESS-001038,2024-04-28 07:52:00,/contact,Direct,Desktop,Spain,138,False,10
SESS-001039,2024-10-25 16:09:00,/support,Twitter,Tablet,France,415,False,1
SESS-001040,2024-02-03 14:20:00,/products,Facebook,Tablet,Canada,390,False,5
SESS-001041,2024-07-31 10:09:00,/support,Referral,Mobile,Netherlands,496,False,8
SESS-001042,2024-06-24 13:38:00,/features,Referral,Desktop,Italy,376,False,1
SESS-001043,2024-12-19 20:23:00,/about,Twitter,Mobile,France,130,False,2
SESS-001044,2024-03-26 19:06:00,/about,Direct,Mobile,France,157,False,7
SESS-001045,2024-05-07 10:30:00,/contact,Facebook,Mobile,Germany,74,False,4
SESS-001046,2024-07-31 10:22:00,/contact,Referral,Desktop,USA,176,True,1
SESS-001047,2024-11-26 05:09:00,/home,Facebook,Desktop,France,30,False,7
SESS-001048,2024-03-07 23:04:00,/pricing,Twitter,Desktop,Italy,553,True,1
SESS-001049,2024-04-30 01:13:00,/pricing,Google,Tablet,Germany,343,True,1
SESS-001050,2024-06-14 15:03:00,/features,Email,Mobile,France,222,False,2
SESS-001051,2024-11-16 16:40:00,/about,Referral,Tablet,France,133,False,2
SESS-001052,2024-11-12 11:41:00,/features,LinkedIn,Mobile,Canada,337,False,7
SESS-001053,2024-10-15 16:11:00,/support,LinkedIn,Tablet,Italy,762,False,5
SESS-001054,2024-04-27 10:49:00,/home,Facebook,Mobile,Germany,30,False,7
SESS-001055,2024-12-31 19:42:00,/about,Google,Tablet,Spain,169,True,1
SESS-001056,2024-04-12 00:36:00,/pricing,Direct,Mobile,Netherlands,370,False,9
SESS-001057,2024-02-13 16:23:00,/home,Referral,Mobile,UK,141,False,9
SESS-001058,2024-09-22 21:34:00,/support,LinkedIn,Desktop,Spain,651,False,1
SESS-001059,2024-08-11 15:15:00,/pricing,Direct,Tablet,UK,212,False,2
SESS-001060,2024-07-11 15:35:00,/products,Direct,Tablet,Italy,396,False,7
SESS-001061,2024-09-25 08:23:00,/products,Facebook,Mobile,Germany,296,False,4
SESS-001062,2024-03-18 22:41:00,/blog,Google,Desktop,Canada,790,True,1
SESS-001063,2024-04-28 16:15:00,/blog,Twitter,Desktop,Netherlands,371,False,9
SESS-001064,2024-12-24 15:27:00,/support,Twitter,Tablet,Italy,301,False,8
SESS-001065,2024-05-31 11:23:00,/pricing,Direct,Tablet,Germany,295,True,1
SESS-001066,2024-10-30 20:55:00,/contact,Referral,Tablet,Spain,169,True,1
SESS-001067,2024-03-27 06:37:00,/home,Direct,Desktop,Germany,133,False,7
SESS-001068,2024-01-11 05:21:00,/support,Facebook,Desktop,France,399,False,10
SESS-001069,2024-10-14 13:57:00,/pricing,Email,Mobile,Spain,556,False,9
SESS-001070,2024-08-27 08:01:00,/products,LinkedIn,Mobile,France,149,False,10
SESS-001071,2024-09-19 00:50:00,/about,LinkedIn,Desktop,Italy,149,False,8
SESS-001072,2024-12-16 23:44:00,/products,LinkedIn,Mobile,France,135,True,1
SESS-001073,2024-07-02 14:14:00,/pricing,Direct,Desktop,Canada,516,False,1
SESS-001074,2024-02-09 02:19:00,/home,Twitter,Mobile,UK,165,False,6
SESS-001075,2024-02-17 20:17:00,/products,Facebook,Desktop,Canada,172,True,1
SESS-001076,2024-09-19 07:11:00,/contact,Twitter,Tablet,Canada,83,True,1
SESS-001077,2024-05-26 06:13:00,/blog,Email,Tablet,UK,488,True,1
SESS-001078,2024-10-03 23:33:00,/contact,LinkedIn,Mobile,UK,255,False,10
SESS-001079,2024-11-10 21:08:00,/about,Facebook,Desktop,Netherlands,170,False,1
SESS-001080,2024-07-13 14:33:00,/blog,Google,Desktop,Italy,363,False,8
SESS-001081,2024-12-14 17:51:00,/features,Twitter,Tablet,Germany,147,True,1
SESS-001082,2024-04-16 08:11:00,/home,LinkedIn,Mobile,UK,136,False,7
SESS-001083,2024-02-24 15:23:00,/about,Facebook,Desktop,Canada,81,False,8
SESS-001084,2024-06-09 07:03:00,/pricing,Google,Mobile,UK,436,False,7
SESS-001085,2024-06-27 06:27:00,/home,Email,Mobile,USA,284,False,2
SESS-001086,2024-10-04 20:16:00,/blog,Referral,Mobile,Italy,729,True,1
SESS-001087,2024-10-30 06:08:00,/blog,LinkedIn,Tablet,Canada,740,False,3
SESS-001088,2024-05-24 04:50:00,/products,Google,Mobile,Netherlands,129,False,8
SESS-001089,2024-12-09 05:53:00,/home,Direct,Desktop,Netherlands,88,False,2
SESS-001090,2024-09-09 04:27:00,/about,Google,Tablet,UK,77,False,3
SESS-001091,2024-10-18 18:20:00,/products,Email,Tablet,UK,203,False,3
SESS-001092,2024-08-07 04:47:00,/features,Referral,Desktop,Italy,216,True,1
SESS-001093,2024-10-14 23:01:00,/about,Google,Desktop,Netherlands,130,False,5
SESS-001094,2024-06-30 10:34:00,/home,Twitter,Tablet,Spain,153,True,1
SESS-001095,2024-09-16 06:11:00,/support,Referral,Mobile,UK,691,False,2
SESS-001096,2024-03-16 23:54:00,/pricing,Referral,Desktop,Netherlands,435,False,1
SESS-001097,2024-12-24 08:26:00,/features,Direct,Mobile,Netherlands,72,True,1
SESS-001098,2024-07-05 00:34:00,/products,Facebook,Mobile,Canada,504,True,1
SESS-001099,2024-02-05 17:37:00,/home,LinkedIn,Mobile,Spain,280,True,1
SESS-001100,2024-03-26 10:28:00,/features,LinkedIn,Mobile,Canada,479,False,6
SESS-001101,2024-10-23 16:17:00,/support,Email,Tablet,Germany,731,False,4
SESS-001102,2024-12-17 05:27:00,/support,Facebook,Mobile,France,640,False,5
SESS-001103,2024-09-12 03:09:00,/home,Email,Desktop,Netherlands,118,False,5
SESS-001104,2024-05-22 01:25:00,/support,Google,Desktop,Netherlands,774,True,1
SESS-001105,2024-02-02 08:57:00,/features,LinkedIn,Mobile,Canada,160,True,1
SESS-001106,2024-12-01 09:54:00,/support,Referral,Mobile,USA,700,False,2
SESS-001107,2024-03-31 05:12:00,/home,Email,Desktop,Italy,223,False,8
SESS-001108,2024-11-06 00:15:00,/about,Twitter,Tablet,France,173,False,4
SESS-001109,2024-10-13 12:33:00,/pricing,Email,Mobile,Canada,164,True,1
SESS-001110,2024-04-27 23:32:00,/home,Facebook,Tablet,USA,175,False,4
SESS-001111,2024-10-16 06:04:00,/about,Email,Tablet,Spain,45,False,1
SESS-001112,2024-04-22 17:28:00,/about,Direct,Desktop,Germany,98,False,4
SESS-001113,2024-04-09 02:55:00,/blog,Google,Desktop,Germany,306,True,1
SESS-001114,2024-08-02 02:33:00,/features,Direct,Mobile,France,323,True,1
SESS-001115,2024-11-01 03:10:00,/features,Referral,Mobile,Netherlands,410,False,4
SESS-001116,2024-07-12 05:44:00,/home,Facebook,Tablet,Canada,52,False,10
SESS-001117,2024-05-29 10:45:00,/about,Twitter,Desktop,Germany,133,False,8
SESS-001118,2024-04-23 11:35:00,/products,Google,Tablet,UK,453,False,2
SESS-001119,2024-02-16 05:54:00,/blog,Referral,Tablet,Spain,474,True,1
SESS-001120,2024-10-01 03:44:00,/blog,LinkedIn,Tablet,Germany,873,False,4
SESS-001121,2024-11-19 03:52:00,/support,Referral,Tablet,France,738,False,8
SESS-001122,2024-01-20 07:28:00,/blog,Twitter,Mobile,Italy,805,False,8
SESS-001123,2024-04-06 22:09:00,/blog,Direct,Desktop,France,558,False,10
SESS-001124,2024-11-03 21:52:00,/pricing,Referral,Tablet,Italy,289,True,1
SESS-001125,2024-12-21 06:57:00,/about,Google,Mobile,UK,146,True,1
SESS-001126,2024-08-04 16:47:00,/products,LinkedIn,Tablet,Italy,438,False,8
SESS-001127,2024-12-12 06:52:00,/products,Facebook,Mobile,Canada,590,False,3
SESS-001128,2024-08-16 13:58:00,/contact,Direct,Mobile,Italy,238,False,6
SESS-001129,2024-01-20 13:15:00,/features,Direct,Tablet,Italy,80,False,10
SESS-001130,2024-02-29 10:40:00,/support,Email,Desktop,Germany,986,False,4
SESS-001131,2024-11-05 21:36:00,/about,Email,Mobile,Canada,126,False,9
SESS-001132,2024-04-26 15:22:00,/features,LinkedIn,Tablet,UK,463,False,3
SESS-001133,2024-07-14 06:06:00,/products,Email,Desktop,Germany,509,False,4
SESS-001134,2024-02-24 05:38:00,/support,Referral,Tablet,Italy,1047,False,8
SESS-001135,2024-12-14 10:40:00,/blog,Facebook,Desktop,Netherlands,325,True,1
SESS-001136,2024-09-02 08:50:00,/blog,Facebook,Tablet,Spain,378,False,4
SESS-001137,2024-07-14 10:11:00,/blog,Facebook,Desktop,Spain,146,False,2
SESS-001138,2024-01-01 04:11:00,/products,Direct,Tablet,France,540,False,1
SESS-001139,2024-06-01 11:27:00,/blog,Twitter,Tablet,USA,655,False,3
SESS-001140,2024-10-02 21:41:00,/home,Referral,Mobile,Netherlands,155,False,7
SESS-001141,2024-06-15 20:42:00,/blog,Google,Tablet,Germany,649,True,1
SESS-001142,2024-01-29 18:20:00,/contact,LinkedIn,Tablet,USA,202,False,4
SESS-001143,2024-07-02 19:22:00,/contact,Facebook,Mobile,Germany,78,False,7
SESS-001144,2024-03-22 08:18:00,/products,Twitter,Mobile,Netherlands,284,False,8
SESS-001145,2024-10-02 06:16:00,/home,Google,Mobile,Canada,185,False,1
SESS-001146,2024-07-14 23:21:00,/about,Email,Desktop,USA,93,False,2
SESS-001147,2024-10-11 07:35:00,/blog,Google,Tablet,Italy,751,False,5
SESS-001148,2024-10-10 18:35:00,/products,Facebook,Mobile,Canada,382,True,1
SESS-001149,2024-01-04 10:43:00,/about,Email,Desktop,USA,139,False,9
SESS-001150,2024-11-05 10:13:00,/features,Google,Mobile,Italy,147,False,7
SESS-001151,2024-01-11 11:38:00,/support,Facebook,Mobile,Netherlands,1022,False,1
SESS-001152,2024-10-22 21:38:00,/home,Direct,Mobile,Germany,31,True,1
SESS-001153,2024-09-26 20:19:00,/blog,Twitter,Desktop,Germany,725,False,9
SESS-001154,2024-03-25 06:32:00,/features,Email,Mobile,Netherlands,466,True,1
SESS-001155,2024-10-01 18:34:00,/blog,Facebook,Tablet,Netherlands,257,False,3
SESS-001156,2024-11-24 14:34:00,/support,LinkedIn,Desktop,UK,981,False,8
SESS-001157,2024-10-17 01:50:00,/about,Direct,Tablet,Germany,115,False,4
SESS-001158,2024-04-19 07:33:00,/contact,Google,Tablet,UK,177,False,2
SESS-001159,2024-01-02 03:47:00,/about,Referral,Tablet,France,36,True,1
SESS-001160,2024-04-26 03:03:00,/contact,Facebook,Mobile,Spain,62,False,10
SESS-001161,2024-12-27 09:16:00,/contact,Google,Mobile,Netherlands,212,False,5
SESS-001162,2024-01-14 03:46:00,/about,Twitter,Desktop,USA,140,False,8
SESS-001163,2024-06-17 20:26:00,/products,LinkedIn,Tablet,Germany,257,False,7
SESS-001164,2024-05-28 07:31:00,/blog,Twitter,Desktop,Netherlands,231,False,1
SESS-001165,2024-08-27 04:47:00,/products,Referral,Tablet,Germany,439,False,4
SESS-001166,2024-02-22 15:40:00,/home,LinkedIn,Mobile,UK,212,False,6
SESS-001167,2024-08-17 01:30:00,/about,Referral,Desktop,Canada,65,False,8
SESS-001168,2024-07-27 02:15:00,/about,LinkedIn,Tablet,Germany,152,False,2
SESS-001169,2024-02-22 14:21:00,/features,Facebook,Mobile,UK,103,False,6
SESS-001170,2024-09-11 18:04:00,/features,Twitter,Tablet,Spain,334,False,4
SESS-001171,2024-02-02 09:17:00,/pricing,Direct,Desktop,USA,228,False,6
SESS-001172,2024-05-11 08:44:00,/products,LinkedIn,Mobile,USA,76,False,8
SESS-001173,2024-02-15 00:39:00,/home,LinkedIn,Tablet,UK,82,False,2
SESS-001174,2024-01-30 17:49:00,/home,LinkedIn,Mobile,Canada,59,False,3
SESS-001175,2024-07-19 22:00:00,/products,Google,Desktop,France,479,True,1
SESS-001176,2024-11-18 17:29:00,/pricing,Direct,Mobile,USA,267,True,1
SESS-001177,2024-09-11 16:25:00,/blog,Google,Mobile,USA,134,False,2
SESS-001178,2024-11-19 13:10:00,/features,Direct,Tablet,Italy,464,True,1
SESS-001179,2024-04-09 15:10:00,/pricing,Direct,Tablet,Germany,447,True,1
SESS-001180,2024-11-28 14:47:00,/blog,Facebook,Desktop,France,759,False,2
SESS-001181,2024-03-23 00:55:00,/contact,Referral,Mobile,Germany,175,True,1
SESS-001182,2024-12-09 06:11:00,/features,Referral,Desktop,Spain,143,False,3
SESS-001183,2024-10-14 16:58:00,/support,Direct,Mobile,Netherlands,815,False,8
SESS-001184,2024-07-23 22:16:00,/blog,Email,Mobile,France,611,True,1
SESS-001185,2024-03-25 01:13:00,/pricing,Google,Mobile,Canada,157,False,6
SESS-001186,2024-07-04 22:38:00,/products,LinkedIn,Tablet,Spain,189,False,9
SESS-001187,2024-02-09 13:53:00,/blog,Referral,Tablet,Spain,821,True,1
SESS-001188,2024-11-04 05:30:00,/contact,Facebook,Tablet,UK,140,True,1
SESS-001189,2024-10-27 03:21:00,/blog,Twitter,Mobile,Germany,323,True,1
SESS-001190,2024-10-26 17:54:00,/contact,Twitter,Mobile,Germany,297,True,1
SESS-001191,2024-01-04 03:16:00,/pricing,Referral,Mobile,Netherlands,138,False,1
SESS-001192,2024-03-05 14:11:00,/features,Twitter,Mobile,Germany,387,True,1
SESS-001193,2024-03-28 23:58:00,/products,Email,Desktop,Spain,521,False,5
SESS-001194,2024-08-11 18:22:00,/support,Email,Mobile,Italy,961,False,3
SESS-001195,2024-02-06 14:58:00,/features,Email,Desktop,Netherlands,364,False,4
SESS-001196,2024-05-08 09:35:00,/products,Facebook,Desktop,France,179,True,1
SESS-001197,2024-01-24 09:06:00,/blog,Referral,Tablet,Canada,486,True,1
SESS-001198,2024-08-07 02:53:00,/contact,LinkedIn,Mobile,France,112,False,3
SESS-001199,2024-04-15 04:14:00,/contact,Google,Desktop,Italy,167,False,9
SESS-001200,2024-03-26 06:46:00,/features,LinkedIn,Mobile,Germany,157,True,1
SESS-001201,2024-05-19 17:10:00,/about,Referral,Tablet,Canada,144,False,2
SESS-001202,2024-04-28 10:17:00,/products,Email,Tablet,Italy,229,False,8
SESS-001203,2024-11-23 03:27:00,/pricing,Twitter,Mobile,Spain,377,False,3
SESS-001204,2024-03-07 06:55:00,/contact,Email,Mobile,USA,73,False,3
SESS-001205,2024-02-06 11:51:00,/features,Twitter,Tablet,UK,283,False,3
SESS-001206,2024-03-19 19:43:00,/contact,Referral,Tablet,Netherlands,151,True,1
SESS-001207,2024-05-21 01:47:00,/support,Twitter,Mobile,UK,1121,True,1
SESS-001208,2024-11-07 06:14:00,/home,Facebook,Mobile,Spain,38,False,7
SESS-001209,2024-05-01 08:44:00,/about,Email,Mobile,Italy,160,False,9
SESS-001210,2024-09-06 19:36:00,/products,Direct,Desktop,USA,97,False,6
SESS-001211,2024-10-02 18:11:00,/pricing,Direct,Mobile,Germany,352,False,9
SESS-001212,2024-03-08 20:17:00,/blog,Email,Tablet,France,685,False,9
SESS-001213,2024-03-02 06:55:00,/features,LinkedIn,Mobile,Canada,479,False,3
SESS-001214,2024-03-07 14:44:00,/blog,Facebook,Mobile,Italy,818,False,10
SESS-001215,2024-11-20 03:22:00,/products,Direct,Tablet,Netherlands,129,True,1
SESS-001216,2024-09-13 10:37:00,/pricing,Google,Mobile,Italy,451,True,1
SESS-001217,2024-03-29 17:05:00,/blog,Twitter,Desktop,Spain,543,True,1
SESS-001218,2024-08-20 07:55:00,/blog,Facebook,Mobile,Netherlands,774,False,8
SESS-001219,2024-04-15 23:41:00,/features,Google,Desktop,France,364,False,5
SESS-001220,2024-07-16 10:31:00,/support,LinkedIn,Desktop,Canada,320,False,10
SESS-001221,2024-01-25 05:08:00,/features,Email,Tablet,France,369,False,2
SESS-001222,2024-11-22 03:21:00,/products,Direct,Tablet,Germany,432,True,1
SESS-001223,2024-09-08 17:40:00,/contact,Twitter,Desktop,Spain,61,False,6
SESS-001224,2024-04-17 22:16:00,/pricing,Google,Desktop,France,348,True,1
SESS-001225,2024-05-17 21:33:00,/contact,LinkedIn,Tablet,Germany,276,False,6
SESS-001226,2024-12-14 06:10:00,/contact,Direct,Desktop,UK,278,False,5
SESS-001227,2024-01-16 01:56:00,/products,LinkedIn,Desktop,France,501,False,10
SESS-001228,2024-10-12 20:54:00,/pricing,Facebook,Tablet,Italy,596,True,1
SESS-001229,2024-10-17 04:39:00,/home,Referral,Tablet,Netherlands,56,True,1
SESS-001230,2024-06-09 07:35:00,/products,Google,Desktop,USA,363,True,1
SESS-001231,2024-09-10 14:14:00,/home,LinkedIn,Desktop,Italy,130,False,5
SESS-001232,2024-07-19 23:56:00,/products,Referral,Mobile,France,192,True,1
SESS-001233,2024-06-30 07:59:00,/home,Google,Tablet,Germany,48,False,5
SESS-001234,2024-03-24 05:02:00,/products,Twitter,Tablet,Germany,146,False,2
SESS-001235,2024-09-05 07:20:00,/contact,Direct,Tablet,Germany,296,True,1
SESS-001236,2024-12-11 13:39:00,/products,Email,Mobile,USA,572,False,9
SESS-001237,2024-06-25 14:23:00,/about,Facebook,Desktop,USA,154,False,4
SESS-001238,2024-10-27 20:40:00,/products,Referral,Mobile,Canada,283,False,2
SESS-001239,2024-12-03 14:18:00,/about,Twitter,Mobile,France,166,True,1
SESS-001240,2024-10-17 10:46:00,/home,Facebook,Desktop,Canada,125,True,1
SESS-001241,2024-03-14 20:11:00,/home,Facebook,Tablet,Italy,189,False,1
SESS-001242,2024-01-26 04:07:00,/about,Twitter,Tablet,Canada,162,False,1
SESS-001243,2024-07-25 11:22:00,/support,Referral,Desktop,Spain,306,False,7
SESS-001244,2024-10-30 19:14:00,/products,Email,Tablet,Germany,219,False,7
SESS-001245,2024-09-04 23:01:00,/home,Facebook,Mobile,France,93,True,1
SESS-001246,2024-02-29 01:07:00,/products,Email,Mobile,Canada,244,False,5
SESS-001247,2024-10-29 22:26:00,/support,Google,Desktop,Italy,1011,False,10
SESS-001248,2024-08-25 09:50:00,/blog,Direct,Tablet,Netherlands,193,False,5
SESS-001249,2024-10-04 03:18:00,/support,Google,Mobile,France,1083,False,6
SESS-001250,2024-08-06 17:09:00,/about,Twitter,Mobile,Germany,176,False,7
SESS-001251,2024-02-13 02:59:00,/home,LinkedIn,Desktop,Netherlands,145,False,5
SESS-001252,2024-02-18 02:42:00,/features,LinkedIn,Tablet,Netherlands,255,True,1
SESS-001253,2024-04-24 17:40:00,/pricing,LinkedIn,Mobile,Germany,205,False,1
SESS-001254,2024-01-06 06:41:00,/features,Google,Desktop,Spain,97,True,1
SESS-001255,2024-08-24 15:39:00,/about,Google,Desktop,UK,64,False,10
SESS-001256,2024-04-12 03:23:00,/support,Google,Mobile,Spain,647,False,4
SESS-001257,2024-03-31 19:47:00,/contact,Email,Mobile,UK,230,False,8
SESS-001258,2024-09-30 02:18:00,/pricing,Google,Desktop,Spain,110,True,1
SESS-001259,2024-07-01 17:55:00,/blog,LinkedIn,Mobile,Canada,837,False,10
SESS-001260,2024-05-20 01:21:00,/products,LinkedIn,Mobile,USA,393,True,1
SESS-001261,2024-04-09 15:10:00,/blog,Facebook,Desktop,USA,466,False,9
SESS-001262,2024-04-19 15:53:00,/support,LinkedIn,Desktop,UK,551,True,1
SESS-001263,2024-06-11 13:22:00,/about,Facebook,Tablet,USA,136,True,1
SESS-001264,2024-12-18 16:16:00,/contact,Direct,Mobile,Spain,69,False,9
SESS-001265,2024-10-09 06:48:00,/blog,Google,Mobile,France,900,False,4
SESS-001266,2024-03-30 08:30:00,/contact,Google,Mobile,Netherlands,198,False,5
SESS-001267,2024-03-07 02:22:00,/pricing,Google,Tablet,USA,330,True,1
SESS-001268,2024-11-03 13:13:00,/features,Facebook,Desktop,USA,259,False,8
SESS-001269,2024-10-11 22:09:00,/features,Twitter,Tablet,Spain,358,False,8
SESS-001270,2024-06-26 11:30:00,/features,Email,Mobile,Spain,477,False,2
SESS-001271,2024-02-27 15:56:00,/home,Facebook,Mobile,Italy,176,False,7
SESS-001272,2024-09-08 06:54:00,/products,Direct,Tablet,USA,233,False,6
SESS-001273,2024-11-08 17:27:00,/features,LinkedIn,Mobile,Germany,228,True,1
SESS-001274,2024-09-01 12:50:00,/features,Facebook,Desktop,Canada,200,True,1
SESS-001275,2024-09-24 12:21:00,/blog,Referral,Tablet,Germany,824,False,2
SESS-001276,2024-01-09 02:56:00,/products,Referral,Mobile,Spain,526,False,10
SESS-001277,2024-03-07 15:08:00,/contact,Twitter,Tablet,Italy,234,False,5
SESS-001278,2024-03-07 11:47:00,/support,Direct,Tablet,Germany,741,True,1
SESS-001279,2024-07-29 03:01:00,/home,Facebook,Desktop,USA,214,True,1
